fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,venta_frutas,venta_verduras,superficie_bodega,num_personas,hora_apertura_semana,hora_cierre_semana,abre_fin_de_semana,horario_atencion_igual,hora_apertura_fin_de_semana,hora_cierre_fin_de_semana,num_entregas_general,num_recojos_general,num_lugares,num_entregas_fv,num_recojos_fv,lugar_principal,vehiculo_recojo,vehiculo_recojo_other,num_viajes_lugar_principal,cant_carga,cant_sku,cadena_frio,cant_merma,motivo_si_oferta,motivo_si_oferta_other,motivo_no_oferta,motivo_no_oferta_other
e9c99af1-7e1d-4957-8a99-198a42144cf2,2019-06-05 14:27:55 UTC,2019-06-05 14:30:12 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-05 16:09:10 UTC,2019-06-05 16:09:10 UTC,1,,,,-12.1397059056886,-77.0243241891815,POINT (-77.0243241891815 -12.1397059056886),0,0,1x2,5,08:00,21:00,yes,yes,08:00,21:30,0,2,,,,,,,,,,,,,,Cercanía de otros locales que ofrecen FyVs,
21a93afe-bd01-4a51-bd67-f847879db22c,2019-06-05 14:35:59 UTC,2019-06-05 14:39:27 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-05 16:09:11 UTC,2019-06-05 16:09:11 UTC,1,,,,-12.1467256811787,-77.022282926568,POINT (-77.022282926568 -12.1467256811787),1,1,1x1,1,09:00,18:00,yes,yes,09:00,06:00,0,1,1,0,2,Mercado frutas,Taxi,,1,30,24,0,0,Los clientes piden FyVs,,,
4097ce06-6515-4fcc-8337-172a1e2b5275,2019-06-05 14:48:24 UTC,2019-06-05 14:49:43 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-05 16:09:11 UTC,2019-06-05 16:09:11 UTC,1,,,,-12.1548162116332,-77.0213094108442,POINT (-77.0213094108442 -12.1548162116332),0,0,2x7,2,09:00,21:30,yes,yes,09:00,21:30,1,1,,,,,,,,,,,,,,Cercanía de otros locales que ofrecen FyVs,
25e49f78-7258-457c-9d32-d5b13ac9dca1,2019-06-05 14:55:33 UTC,2019-06-05 14:56:25 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-05 16:09:12 UTC,2019-06-05 16:09:12 UTC,1,,,,-12.1501336748974,-77.0206283635467,POINT (-77.0206283635467 -12.1501336748974),0,0,2x5,1,08:00,23:00,yes,yes,08:00,23:00,0,1,,,,,,,,,,,,,,,No tiene espacio suficiente
5c3653fb-c3f2-4694-bc36-148c9f2f3df4,2019-06-05 14:57:11 UTC,2019-06-05 14:59:25 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-05 16:09:12 UTC,2019-06-05 16:09:12 UTC,1,,,,-12.1503977436514,-77.0204325464424,POINT (-77.0204325464424 -12.1503977436514),1,0,1x5,1,08:00,23:00,yes,yes,08:00,23:00,1,1,1,0,1,Mercado,Carro particular,,1,30,6,0,3,Los clientes piden FyVs,,,
9eaf682b-de5b-4537-92ab-4b902135488d,2019-06-05 15:08:12 UTC,2019-06-05 15:08:56 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-05 16:09:13 UTC,2019-06-05 16:09:13 UTC,1,,,,-12.1417508623887,-77.0206267064256,POINT (-77.0206267064256 -12.1417508623887),0,0,2x5,1,08:00,22:00,yes,yes,08:00,22:00,0,1,,,,,,,,,,,,,,Cercanía de otros locales que ofrecen FyVs,
6f787bdd-d1a7-45d1-a847-ec11c51bf76e,2019-06-05 15:10:33 UTC,2019-06-05 15:12:21 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-05 16:09:13 UTC,2019-06-05 16:09:13 UTC,1,,,,-12.1417003125525,-77.019410057824,POINT (-77.019410057824 -12.1417003125525),1,1,3x2,1,06:30,23:00,yes,yes,06:30,23:00,2,1,1,0,1,Mercado frutas,Carro particular,,1,30,25,0,3,Los clientes piden FyVs,,,
7f1e1802-8494-4255-852b-59451ff78942,2019-06-05 15:13:50 UTC,2019-06-05 15:14:32 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-05 16:09:14 UTC,2019-06-05 16:09:14 UTC,1,,,,-12.1426665281229,-77.0185588790456,POINT (-77.0185588790456 -12.1426665281229),0,0,2x3,1,08:00,22:00,yes,yes,08:00,22:00,1,1,,,,,,,,,,,,,,Las FyVs se malogran,
17a78b87-cb06-4d36-aaa2-e344d8e021b2,2019-06-05 15:18:55 UTC,2019-06-05 15:19:44 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-05 16:09:15 UTC,2019-06-05 16:09:15 UTC,1,,,,-12.1413077065555,-77.0221494422689,POINT (-77.0221494422689 -12.1413077065555),0,0,1x2,1,08:00,22:00,yes,yes,08:00,22:00,1,1,,,,,,,,,,,,,,Cercanía de otros locales que ofrecen FyVs,
1bd797aa-8d8c-4cc6-8845-59ded1cc8e9b,2019-06-05 15:21:23 UTC,2019-06-05 15:25:29 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-05 16:09:15 UTC,2019-06-05 16:09:15 UTC,1,,,,-12.1430633671575,-77.0183076486893,POINT (-77.0183076486893 -12.1430633671575),0,0,1x2,1,08:00,21:00,yes,yes,08:00,21:00,1,1,,,,,,,,,,,,,,Las FyVs se malogran,
06453412-1ba8-412f-a3cf-571e56d289aa,2019-06-05 15:21:53 UTC,2019-06-05 15:26:12 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-05 16:09:16 UTC,2019-06-05 16:09:16 UTC,1,,,,-12.1434247514708,-77.0184912167931,POINT (-77.0184912167931 -12.1434247514708),0,0,1x2,1,08:30,21:00,yes,yes,08:30,21:00,0,1,,,,,,,,,,,,,,Los clientes no piden FyVs,
0ddd384f-dd44-4bf1-9ede-26ead1f6562a,2019-06-05 22:00:15 UTC,2019-06-05 22:06:12 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 16:39:02 UTC,2019-06-22 16:39:02 UTC,1,,,,-12.1360081575367,-77.021560138526,POINT (-77.021560138526 -12.1360081575367),0,0,5x5,2,06:10,10:30,no,,,,2,1,,,,,,,,,,,,,,Cercanía de otros locales que ofrecen FyVs,
dea3b190-04a7-4785-9112-790214b8dcda,2019-06-05 22:13:51 UTC,2019-06-05 22:18:24 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 16:39:03 UTC,2019-06-22 16:39:03 UTC,1,,,,-12.1356872529093,-77.020477243035,POINT (-77.020477243035 -12.1356872529093),0,0,2x2,1,08:00,22:00,yes,yes,08:00,22:00,6,3,,,,,,,,,,,,,,Las FyVs se malogran,
d947321b-0cdf-4de0-88f8-fdf2ca3c6594,2019-06-05 22:21:12 UTC,2019-06-05 22:24:56 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 16:39:03 UTC,2019-06-22 16:39:03 UTC,1,,,,-12.1363382397763,-77.0197612192478,POINT (-77.0197612192478 -12.1363382397763),0,0,1x1,1,07:30,22:45,yes,no,21:30,21:30,1,0,,,,,,,,,,,,,,Cercanía de otros locales que ofrecen FyVs,
9dc26216-8a70-4277-8c23-2c373eb67c68,2019-06-05 22:26:46 UTC,2019-06-05 22:29:33 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 16:39:03 UTC,2019-06-22 16:39:03 UTC,1,,,,-12.1370157809477,-77.0195604038802,POINT (-77.0195604038802 -12.1370157809477),0,0,5x5,4,06:00,22:30,yes,yes,06:00,22:30,3,0,,,,,,,,,,,,,,Los clientes no piden FyVs,
3031a750-e0a0-4edd-8059-a055022ee169,2019-06-05 22:31:51 UTC,2019-06-05 22:32:44 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 16:39:03 UTC,2019-06-22 16:39:03 UTC,1,,,,-12.1371444741882,-77.020367097344,POINT (-77.020367097344 -12.1371444741882),0,0,2x2,2,08:00,20:00,no,,,,1,0,,,,,,,,,,,,,,Los clientes no piden FyVs,
d31a66ec-c12c-4591-ac56-f89ff0715f8a,2019-06-05 22:34:12 UTC,2019-06-05 22:37:57 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 16:39:04 UTC,2019-06-22 16:39:04 UTC,1,,,,-12.1370289392991,-77.020343576514,POINT (-77.020343576514 -12.1370289392991),0,0,5x5,1,19:00,23:00,yes,no,12:00,22:00,7,0,,,,,,,,,,,,,,Los clientes no piden FyVs,
072265fc-7fd2-453c-b648-ad42c38bbf27,2019-06-05 22:39:14 UTC,2019-06-05 22:40:54 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 16:39:04 UTC,2019-06-22 16:39:04 UTC,1,,,,-12.1373636959763,-77.0208936514278,POINT (-77.0208936514278 -12.1373636959763),1,1,2x2,1,18:30,21:30,yes,yes,18:30,21:30,0,7,2,0,3,Mercado Barranco,Carro particular,,2,20,15,0,2,Los clientes piden FyVs,,,
118da164-691a-474f-9e46-ef9ce89c2672,2019-06-05 22:43:02 UTC,2019-06-05 22:44:29 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 16:39:05 UTC,2019-06-22 16:39:05 UTC,1,,,,-12.1375850088129,-77.0215367445716,POINT (-77.0215367445716 -12.1375850088129),0,0,2x2,2,07:00,22:00,yes,no,09:30,21:45,5,0,,,,,,,,,,,,,,Cercanía de otros locales que ofrecen FyVs,
5d3a4dfe-1269-4c92-a9b7-cc3e8da38852,2019-06-22 17:21:19 UTC,2019-06-22 22:28:27 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 17:26:01 UTC,2019-06-22 22:29:06 UTC,3,,,,-12.1425827918687,-77.0189247653606,POINT (-77.0189247653606 -12.1425827918687),0,0,2x3,2,10:00,21:00,yes,no,10:00,18:00,2,1,,,,,,,,,,,,,,Los clientes no piden FyVs,
3a50a3ca-a57f-4b96-928a-008c5a6fa10b,2019-06-22 17:28:00 UTC,2019-06-22 22:28:51 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 17:31:11 UTC,2019-06-22 22:29:06 UTC,4,,,,-12.1467113820949,-77.0202890877398,POINT (-77.0202890877398 -12.1467113820949),1,1,4x3,3,08:00,23:00,yes,no,11:00,22:00,1,2,1,1,2,Mercado Barranco,Carro particular,,2,20,15,0,1,Es fácil adquirir FyVs,,,
0ee380ff-2066-4630-84b0-36294466f72b,2019-06-22 17:37:41 UTC,2019-06-22 22:28:20 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 17:55:44 UTC,2019-06-22 22:29:05 UTC,3,,,,-12.1547413140632,-77.0208428800106,POINT (-77.0208428800106 -12.1547413140632),1,1,4x3,2,06:00,19:30,yes,no,09:00,18:00,0,3,2,1,2,Mercado Barranco,Taxi,,2,15,10,0,2,Los clientes piden FyVs,,,
9a50f522-67ed-4636-986e-31ac01154b54,2019-06-22 17:39:58 UTC,2019-06-22 22:28:57 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 17:55:44 UTC,2019-06-22 22:29:06 UTC,3,,,,-12.1554843451272,-77.0213384181261,POINT (-77.0213384181261 -12.1554843451272),0,0,8x3,1,06:00,23:00,yes,no,06:30,21:30,2,0,,,,,,,,,,,,,,Las FyVs se malogran,
7c97fad9-a78e-4730-a9dc-7efa3b51345f,2019-06-22 17:49:19 UTC,2019-06-22 22:22:23 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 17:55:45 UTC,2019-06-22 22:29:03 UTC,2,,,,-12.155567595942,-77.0215016975999,POINT (-77.0215016975999 -12.155567595942),0,1,4x3,2,08:00,22:30,yes,no,08:00,15:00,2,1,1,0,1,Mercado San Martin de Porres,Transporte publico,,1,20,8,0,1,Los clientes piden FyVs,,,
fb357d4b-d065-4f19-b999-c89d2a40bb80,2019-06-22 17:57:17 UTC,2019-06-22 22:25:21 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 18:10:04 UTC,2019-06-22 22:29:04 UTC,2,,,,-12.1556164320378,-77.0215898752213,POINT (-77.0215898752213 -12.1556164320378),1,1,8x5,3,08:00,22:00,yes,yes,08:00,22:00,3,2,1,0,2,Mercado los pasoso,Van,,2,35,20,1,4,Los clientes piden FyVs,,,
4dd0b935-40a4-4d79-b636-3d7d2d8aa9ba,2019-06-22 18:06:03 UTC,2019-06-22 22:27:55 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 18:10:04 UTC,2019-06-22 22:29:05 UTC,3,,,,-12.1420212968764,-77.0207074284554,POINT (-77.0207074284554 -12.1420212968764),0,0,3x3,1,07:00,14:00,yes,yes,07:00,14:00,1,1,,,,,,,,,,,,,,,Traen moscas
cd503a9f-8d0e-4b24-995f-98b4eeb254c8,2019-06-22 18:08:19 UTC,2019-06-22 22:28:59 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 18:10:04 UTC,2019-06-22 22:29:07 UTC,2,,,,-12.1422717174273,-77.0201522111893,POINT (-77.0201522111893 -12.1422717174273),0,0,3x1,2,09:00,22:30,yes,no,09:00,15:00,1,2,,,,,,,,,,,,,,No tiene los medios para abastecerse,
8250398f-0d72-41d6-bef7-322fc95bbe37,2019-06-22 18:10:25 UTC,2019-06-22 22:27:19 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 18:12:58 UTC,2019-06-22 22:29:04 UTC,2,,,,-12.1419291918764,-77.0213126018643,POINT (-77.0213126018643 -12.1419291918764),0,0,5x3,2,08:00,22:00,yes,yes,08:00,19:00,2,1,,,,,,,,,,,,,,Las FyVs se malogran,
99d6724d-beda-4355-8e3a-fef9fe9e4907,2019-06-22 18:21:36 UTC,2019-06-22 22:27:31 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 18:42:50 UTC,2019-06-22 22:29:04 UTC,2,,,,-12.1419521361854,-77.0185391977429,POINT (-77.0185391977429 -12.1419521361854),0,0,9x3,1,07:00,23:00,yes,yes,07:00,23:00,2,1,,,,,,,,,,,,,,,El dueño no quiere
4c1ffb43-4cc7-4d3f-bd7e-b6d69b6b6749,2019-06-22 18:14:25 UTC,2019-06-22 22:27:44 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-22 18:42:51 UTC,2019-06-22 22:29:05 UTC,2,,,,-12.1414116332943,-77.0220304280519,POINT (-77.0220304280519 -12.1414116332943),1,1,3x5,3,08:00,23:00,yes,yes,08:00,23:00,1,2,1,0,2,Mercado Barranco,Carro particular,,2,15,8,0,1,No hay otros sitios cerca que ofrezcan FyVs,,,
17493c4b-d85e-4bba-b87d-1c675641e484,2019-06-05 20:57:51 UTC,2019-06-23 14:55:15 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-23 14:58:44 UTC,2019-06-23 14:58:44 UTC,1,,,,-12.1483040526619,-77.0202727516943,POINT (-77.0202727516943 -12.1483040526619),1,0,2x2,4,08:00,23:00,yes,yes,08:00,23:00,8,3,2,0,1,Mercado Barranco,Carretilla,,1,30,15,1,1,Es fácil adquirir FyVs,,,
4a580d08-b92b-41ee-b709-66c33d128fed,2019-06-23 14:56:49 UTC,2019-06-23 14:58:26 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-23 14:58:45 UTC,2019-06-23 14:58:45 UTC,1,,,,-12.153082292393,-77.0224541600098,POINT (-77.0224541600098 -12.153082292393),0,0,2x2,3,08:00,21:00,yes,yes,08:00,21:00,1,2,,,,,,,,,,,,,,Cercanía de otros locales que ofrecen FyVs,
66fa4f66-c8f5-4aa3-995b-2e126558d60d,2019-06-23 14:58:53 UTC,2019-06-23 15:01:17 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-23 15:01:22 UTC,2019-06-23 15:01:22 UTC,1,,,,-12.1531525608202,-77.022290681134,POINT (-77.022290681134 -12.1531525608202),1,0,1x2,2,07:30,20:00,yes,yes,07:30,20:00,2,1,1,1,1,Mercado,Carretilla,,2,20,15,0,2,Los clientes piden FyVs,,,
3a2e7c12-c5ce-40bc-bd94-26ee451882b8,2019-06-23 15:01:32 UTC,2019-06-23 15:03:36 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-23 15:03:04 UTC,2019-06-23 16:30:18 UTC,2,,,,-12.1531284358077,-77.0223480172698,POINT (-77.0223480172698 -12.1531284358077),0,0,1x1,2,08:00,21:00,yes,no,08:00,19:00,2,0,,,,,,,,,,,,,,Los clientes no piden FyVs,
5c1f89f1-5c47-4308-b43d-6005ec59465d,2019-06-23 16:29:04 UTC,2019-06-23 16:29:52 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-23 16:30:19 UTC,2019-06-23 16:30:19 UTC,1,,,,-12.1553342971595,-77.0225116268187,POINT (-77.0225116268187 -12.1553342971595),0,0,2x1,4,08:00,21:00,no,,,,3,1,,,,,,,,,,,,,,Las FyVs se malogran,
7dcfb170-52ed-4b6a-9d70-c7403618678d,2019-06-23 16:31:27 UTC,2019-06-23 16:33:31 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-23 16:33:36 UTC,2019-06-23 16:33:36 UTC,1,,,,-12.1548266040506,-77.0213441279511,POINT (-77.0213441279511 -12.1548266040506),1,0,3x2,3,07:00,20:00,yes,yes,07:00,22:00,5,1,2,0,1,Mercado,Carro particular,,2,15,30,0,2,Los clientes piden FyVs,,,
50c60340-8357-4839-8cbd-86cd511325de,2019-06-23 16:34:45 UTC,2019-06-23 16:36:14 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-23 16:36:19 UTC,2019-06-23 16:36:19 UTC,1,,,,-12.1551468482336,-77.0210831100481,POINT (-77.0210831100481 -12.1551468482336),1,1,2x1,1,08:30,19:00,no,,,,2,1,1,1,1,Mercado de frutas,Carretilla,,1,20,10,0,2,Los clientes piden FyVs,,,
2e19e702-52cb-4b5a-9a49-815632c75403,2019-06-23 16:37:24 UTC,2019-06-23 16:38:10 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-23 16:40:48 UTC,2019-06-23 16:40:48 UTC,1,,,,-12.1550479112825,-77.0207780326014,POINT (-77.0207780326014 -12.1550479112825),0,0,1x1,1,07:00,20:00,no,,,,2,2,,,,,,,,,,,,,,Cercanía de otros locales que ofrecen FyVs,
9db2099e-c9d2-43ca-a74c-d435c913b5ce,2019-06-23 16:39:41 UTC,2019-06-23 16:40:44 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-23 16:40:48 UTC,2019-06-23 16:40:48 UTC,1,,,,-12.153691801062,-77.0211732225741,POINT (-77.0211732225741 -12.153691801062),0,1,2x2,3,07:30,19:30,no,,,,2,1,2,0,1,Mercado,Taxi,,2,15,15,0,1,Los clientes piden FyVs,,,
9602df14-3c2a-4a67-9f50-e7a709758094,2019-06-23 16:42:32 UTC,2019-06-23 16:43:50 UTC,mj.herrerab@alum.up.edu.pe,mj.herrerab@alum.up.edu.pe,2019-06-23 16:43:54 UTC,2019-06-23 16:43:54 UTC,1,,,,-12.1522493871366,-77.021677122579,POINT (-77.021677122579 -12.1522493871366),0,0,1x1,2,08:00,22:00,yes,yes,08:00,23:00,3,1,,,,,,,,,,,,,,Los clientes no piden FyVs,
